gene	Chromosome	Probe.Set.ID	Affy.SNP.ID	dbSNP.RS.ID	Physical.Position	Position.End	Strand	Number.of.individuals	OMIM	Associated.Gene																			
CYSLTR2	13	AX-11409742	Affx-9438521	rs2770526	49500173	49500173	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 154208 // --- // --- // --- // --- /// ENST00000580512 // downstream // 4083 // --- // --- // --- // --- /// NM_001079673 // upstream // 49875 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 216675 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-11456702	Affx-9436823	rs35005722	49371738	49371738	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 25773 // --- // --- // --- // --- /// ENST00000580512 // downstream // 132518 // --- // --- // --- // --- /// NM_001079673 // upstream // 178310 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 88240 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-11542601	Affx-9438558	rs517618	49504761	49504761	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000492622 // upstream // 45287 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// ENST00000580512 // upstream // 413 // --- // --- // --- // --- /// NM_001079673 // upstream // 45287 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 221263 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-11543424	Affx-9438259	rs531757	49482707	49482707	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 136742 // --- // --- // --- // --- /// ENST00000580512 // downstream // 21549 // --- // --- // --- // --- /// NM_001079673 // upstream // 67341 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 199209 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-11577412	Affx-9438306	rs667131	49485613	49485613	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 139648 // --- // --- // --- // --- /// ENST00000580512 // downstream // 18643 // --- // --- // --- // --- /// NM_001079673 // upstream // 64435 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 202115 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-11620949	Affx-9436357	rs7317675	49336677	49336677	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000410459 // upstream // 10385 // --- // --- // --- // --- /// ENST00000453033 // upstream // 8587 // --- // --- // --- // --- /// NM_001079673 // upstream // 213371 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 53179 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-11621933	Affx-9438873	rs7330857	49531002	49531002	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000492622 // upstream // 19046 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// ENST00000580512 // upstream // 26654 // --- // --- // --- // --- /// NM_001079673 // upstream // 19046 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 247504 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-11621975	Affx-9435148	rs7331596	49229603	49229603	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // upstream // 51348 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000425350 // upstream // 77379 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462 /// NM_020377 // upstream // 51348 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// NR_051983 // upstream // 74566 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462																			
CYSLTR2	13	AX-11692843	Affx-9434066	rs9535040	49153095	49153095	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // upstream // 127856 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000425350 // upstream // 871 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462 /// NR_051983 // intron // 0 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462																			
CYSLTR2	13	AX-11692844	Affx-9436291	rs9535077	49327710	49327710	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000410459 // upstream // 1418 // --- // --- // --- // --- /// ENST00000453033 // upstream // 17554 // --- // --- // --- // --- /// NM_001079673 // upstream // 222338 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 44212 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-11692845	Affx-9436515	rs9535080	49348724	49348724	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 2759 // --- // --- // --- // --- /// ENST00000580512 // downstream // 155532 // --- // --- // --- // --- /// NM_001079673 // upstream // 201324 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 65226 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-11692846	Affx-9436960	rs9535082	49383447	49383447	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 37482 // --- // --- // --- // --- /// ENST00000580512 // downstream // 120809 // --- // --- // --- // --- /// NM_001079673 // upstream // 166601 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 99949 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-11692847	Affx-9436970	rs9535083	49384046	49384046	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 38081 // --- // --- // --- // --- /// ENST00000580512 // downstream // 120210 // --- // --- // --- // --- /// NM_001079673 // upstream // 166002 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 100548 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-11692849	Affx-9437412	rs9535092	49418258	49418258	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 72293 // --- // --- // --- // --- /// ENST00000580512 // downstream // 85998 // --- // --- // --- // --- /// NM_001079673 // upstream // 131790 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 134760 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-11692852	Affx-9437791	rs9535104	49447633	49447633	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 101668 // --- // --- // --- // --- /// ENST00000580512 // downstream // 56623 // --- // --- // --- // --- /// NM_001079673 // upstream // 102415 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 164135 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-11695250	Affx-9434395	rs9568051	49176512	49176512	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // upstream // 104439 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000425350 // upstream // 24288 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462 /// NM_020377 // upstream // 104439 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// NR_051983 // upstream // 21475 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462																			
CYSLTR2	13	AX-11695252	Affx-9437019	rs9568094	49387896	49387896	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 41931 // --- // --- // --- // --- /// ENST00000580512 // downstream // 116360 // --- // --- // --- // --- /// NM_001079673 // upstream // 162152 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 104398 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-11695254	Affx-9438399	rs9568131	49493085	49493085	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 147120 // --- // --- // --- // --- /// ENST00000580512 // downstream // 11171 // --- // --- // --- // --- /// NM_001079673 // upstream // 56963 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 209587 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-11700040	Affx-9438471	rs9670321	49497137	49497137	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 151172 // --- // --- // --- // --- /// ENST00000580512 // downstream // 7119 // --- // --- // --- // --- /// NM_001079673 // upstream // 52911 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 213639 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-12441346	Affx-9436992	rs12583704	49385331	49385331	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 39366 // --- // --- // --- // --- /// ENST00000580512 // downstream // 118925 // --- // --- // --- // --- /// NM_001079673 // upstream // 164717 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 101833 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-12489315	Affx-9438021	rs17072446	49463912	49463912	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 117947 // --- // --- // --- // --- /// ENST00000580512 // downstream // 40344 // --- // --- // --- // --- /// NM_001079673 // upstream // 86136 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 180414 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-12519354	Affx-9437096	rs2162461	49392865	49392865	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 46900 // --- // --- // --- // --- /// ENST00000580512 // downstream // 111391 // --- // --- // --- // --- /// NM_001079673 // upstream // 157183 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 109367 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-12602712	Affx-9434111	rs6561465	49156370	49156370	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // upstream // 124581 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000425350 // upstream // 4146 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462 /// NM_020377 // upstream // 124581 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// NR_051983 // upstream // 1333 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462																			
CYSLTR2	13	AX-12663836	Affx-9437286	rs9562848	49408049	49408049	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 62084 // --- // --- // --- // --- /// ENST00000580512 // downstream // 96207 // --- // --- // --- // --- /// NM_001079673 // upstream // 141999 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 124551 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-12663837	Affx-9438211	rs9562862	49479027	49479027	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 133062 // --- // --- // --- // --- /// ENST00000580512 // downstream // 25229 // --- // --- // --- // --- /// NM_001079673 // upstream // 71021 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 195529 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-12664084	Affx-9435533	rs9568082	49268247	49268247	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // upstream // 12704 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000425350 // upstream // 116023 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462 /// NM_020377 // upstream // 12704 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// NR_051983 // upstream // 113210 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462																			
CYSLTR2	13	AX-12664087	Affx-9437794	rs9568109	49447734	49447734	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 101769 // --- // --- // --- // --- /// ENST00000580512 // downstream // 56522 // --- // --- // --- // --- /// NM_001079673 // upstream // 102314 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 164236 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17179632	Affx-9434727	rs2406938	49195583	49195583	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // upstream // 85368 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000425350 // upstream // 43359 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462 /// NM_020377 // upstream // 85368 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// NR_051983 // upstream // 40546 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462																			
CYSLTR2	13	AX-17179677	Affx-9434948	rs78307813	49212075	49212075	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // upstream // 68876 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000425350 // upstream // 59851 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462 /// NM_020377 // upstream // 68876 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// NR_051983 // upstream // 57038 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462																			
CYSLTR2	13	AX-17179682	Affx-9434973	rs117367237	49214790	49214790	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // upstream // 66161 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000425350 // upstream // 62566 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462 /// NM_020377 // upstream // 66161 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// NR_051983 // upstream // 59753 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462																			
CYSLTR2	13	AX-17179685	Affx-9434990	rs75554057	49215747	49215747	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // upstream // 65204 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000425350 // upstream // 63523 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462 /// NM_020377 // upstream // 65204 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// NR_051983 // upstream // 60710 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462																			
CYSLTR2	13	AX-17179813	Affx-9435708	rs4620866	49284125	49284125	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // downstream // 627 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000410459 // downstream // 42100 // --- // --- // --- // --- /// NM_001079673 // upstream // 265923 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 627 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17179820	Affx-9435728	rs9595973	49286438	49286438	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // downstream // 2940 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000410459 // downstream // 39787 // --- // --- // --- // --- /// NM_001079673 // upstream // 263610 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 2940 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17179851	Affx-9435858	rs1998511	49296495	49296495	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // downstream // 12997 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000410459 // downstream // 29730 // --- // --- // --- // --- /// NM_001079673 // upstream // 253553 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 12997 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17179885	Affx-9436037	rs79175176	49308192	49308192	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // downstream // 24694 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000410459 // downstream // 18033 // --- // --- // --- // --- /// NM_001079673 // upstream // 241856 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 24694 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17179895	Affx-9436077	rs7994447	49310958	49310958	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // downstream // 27460 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000410459 // downstream // 15267 // --- // --- // --- // --- /// NM_001079673 // upstream // 239090 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 27460 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17179936	Affx-9436259	rs72623341	49325298	49325298	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // downstream // 41800 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000410459 // downstream // 927 // --- // --- // --- // --- /// NM_001079673 // upstream // 224750 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 41800 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17180017	Affx-9436623	rs73182566	49358620	49358620	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 12655 // --- // --- // --- // --- /// ENST00000580512 // downstream // 145636 // --- // --- // --- // --- /// NM_001079673 // upstream // 191428 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 75122 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17180102	Affx-9436993	rs7332868	49385427	49385427	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 39462 // --- // --- // --- // --- /// ENST00000580512 // downstream // 118829 // --- // --- // --- // --- /// NM_001079673 // upstream // 164621 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 101929 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17180108	Affx-9437021	rs117441569	49388029	49388029	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 42064 // --- // --- // --- // --- /// ENST00000580512 // downstream // 116227 // --- // --- // --- // --- /// NM_001079673 // upstream // 162019 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 104531 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17180141	Affx-9437255	rs73182577	49404763	49404763	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 58798 // --- // --- // --- // --- /// ENST00000580512 // downstream // 99493 // --- // --- // --- // --- /// NM_001079673 // upstream // 145285 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 121265 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17180142	Affx-9437258	rs73182578	49405105	49405105	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 59140 // --- // --- // --- // --- /// ENST00000580512 // downstream // 99151 // --- // --- // --- // --- /// NM_001079673 // upstream // 144943 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 121607 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17180145	Affx-9437296	rs67759401	49408473	49408473	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 62508 // --- // --- // --- // --- /// ENST00000580512 // downstream // 95783 // --- // --- // --- // --- /// NM_001079673 // upstream // 141575 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 124975 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17180163	Affx-9437385	rs117832456	49415797	49415797	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 69832 // --- // --- // --- // --- /// ENST00000580512 // downstream // 88459 // --- // --- // --- // --- /// NM_001079673 // upstream // 134251 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 132299 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17180164	Affx-9437387	rs118030069	49415892	49415892	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 69927 // --- // --- // --- // --- /// ENST00000580512 // downstream // 88364 // --- // --- // --- // --- /// NM_001079673 // upstream // 134156 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 132394 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17180220	Affx-9437684	rs9568104	49440238	49440238	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 94273 // --- // --- // --- // --- /// ENST00000580512 // downstream // 64018 // --- // --- // --- // --- /// NM_001079673 // upstream // 109810 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 156740 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17180240	Affx-9437825	rs118148261	49449719	49449719	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 103754 // --- // --- // --- // --- /// ENST00000580512 // downstream // 54537 // --- // --- // --- // --- /// NM_001079673 // upstream // 100329 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 166221 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17180292	Affx-9438056	rs79267735	49466143	49466143	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 120178 // --- // --- // --- // --- /// ENST00000580512 // downstream // 38113 // --- // --- // --- // --- /// NM_001079673 // upstream // 83905 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 182645 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17180348	Affx-9438245	rs77643797	49481458	49481458	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 135493 // --- // --- // --- // --- /// ENST00000580512 // downstream // 22798 // --- // --- // --- // --- /// NM_001079673 // upstream // 68590 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 197960 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17180399	Affx-9438486	rs623135	49498155	49498155	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 152190 // --- // --- // --- // --- /// ENST00000580512 // downstream // 6101 // --- // --- // --- // --- /// NM_001079673 // upstream // 51893 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 214657 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17180431	Affx-9438673	rs66505239	49514612	49514612	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000492622 // upstream // 35436 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// ENST00000580512 // upstream // 10264 // --- // --- // --- // --- /// NM_001079673 // upstream // 35436 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 231114 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17180454	Affx-9438779	rs4341668	49520970	49520970	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000492622 // upstream // 29078 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// ENST00000580512 // upstream // 16622 // --- // --- // --- // --- /// NM_001079673 // upstream // 29078 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 237472 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
